session_id,Admin_Unit_Code,park_name,habitat,is_shared_park,Plot_Name,Site_Name,Date,Visit,Observer,month,month_name,week,day_of_season,start_hour,time_band,session_duration_min,Temperature,Humidity,temp_band,humidity_band,Sky,Wind,Disturbance,species_per_session,sightings_per_session,at_risk_sightings,flyovers,pct_at_risk_per_session,has_at_risk
CATO-0003|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0003,CATO 1,2018-06-27,2,Brian Swimelar,2018-06,June,26,51,8,Mid (7-8am),10.0,25.5,70.0,25-30C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,7,9,0,0,0.0,False
CATO-0004|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0004,CATO 1,2018-05-25,1,Elizabeth Oswald,2018-05,May,21,18,8,Mid (7-8am),10.0,21.6000003814697,67.6999969482422,20-25C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,9,10,0,1,0.0,False
CATO-0004|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0004,CATO 1,2018-06-27,2,Brian Swimelar,2018-06,June,26,51,9,Late (9-10am),10.0,27.0,73.4000015258789,25-30C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,6,8,1,0,12.5,True
CATO-0016|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0016,CATO 1,2018-05-25,1,Elizabeth Oswald,2018-05,May,21,18,7,Mid (7-8am),10.0,18.7999992370605,70.0,15-20C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,10,11,0,0,0.0,False
CATO-0016|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0016,CATO 1,2018-06-27,2,Brian Swimelar,2018-06,June,26,51,7,Mid (7-8am),10.0,25.2000007629395,71.1999969482422,25-30C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,8,9,1,0,11.11,True
CATO-0022|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0022,CATO 2,2018-05-25,1,Brian Swimelar,2018-05,May,21,18,8,Mid (7-8am),10.0,20.7999992370605,62.2999992370605,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,6,7,0,0,0.0,False
CATO-0022|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0022,CATO 2,2018-06-27,2,Kimberly Serno,2018-06,June,26,51,8,Mid (7-8am),10.0,22.5,78.4000015258789,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,4,7,0,0,0.0,False
CATO-0035|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0035,CATO 1,2018-05-25,1,Elizabeth Oswald,2018-05,May,21,18,6,Early (5-6am),10.0,17.7999992370605,73.0,15-20C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,12,13,1,0,7.69,True
CATO-0035|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0035,CATO 1,2018-06-27,2,Brian Swimelar,2018-06,June,26,51,6,Early (5-6am),10.0,23.5,68.4000015258789,20-25C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,7,8,1,0,12.5,True
CATO-0037|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0037,CATO 1,2018-05-25,1,Elizabeth Oswald,2018-05,May,21,18,6,Early (5-6am),10.0,16.5,78.1999969482422,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,14,14,1,1,7.14,True
CATO-0037|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0037,CATO 1,2018-06-27,2,Brian Swimelar,2018-06,June,26,51,6,Early (5-6am),10.0,23.0,63.5999984741211,20-25C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,7,7,0,0,0.0,False
CATO-0049|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0049,CATO 1,2018-05-25,1,Elizabeth Oswald,2018-05,May,21,18,5,Early (5-6am),10.0,16.3999996185303,69.0999984741211,15-20C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,7,9,2,0,22.22,True
CATO-0049|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0049,CATO 1,2018-06-27,2,Brian Swimelar,2018-06,June,26,51,5,Early (5-6am),10.0,23.1000003814697,63.5999984741211,20-25C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,6,7,2,0,28.57,True
CATO-0062|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0062,CATO 3,2018-05-25,1,Kimberly Serno,2018-05,May,21,18,5,Early (5-6am),10.0,17.6000003814697,67.5,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,12,14,1,0,7.14,True
CATO-0062|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0062,CATO 3,2018-06-27,2,Elizabeth Oswald,2018-06,June,26,51,5,Early (5-6am),10.0,21.5,64.6999969482422,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,9,12,2,0,16.67,True
CATO-0084|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0084,CATO 2,2018-05-25,1,Brian Swimelar,2018-05,May,21,18,6,Early (5-6am),10.0,16.0,71.8000030517578,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,10,12,0,0,0.0,False
CATO-0084|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0084,CATO 2,2018-06-27,2,Kimberly Serno,2018-06,June,26,51,6,Early (5-6am),10.0,20.5,72.5999984741211,20-25C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,15,1,0,6.67,True
CATO-0086|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0086,CATO 2,2018-05-25,1,Brian Swimelar,2018-05,May,21,18,6,Early (5-6am),10.0,16.6000003814697,71.4000015258789,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,8,11,1,0,9.09,True
CATO-0086|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0086,CATO 2,2018-06-27,2,Kimberly Serno,2018-06,June,26,51,6,Early (5-6am),10.0,19.8999996185303,75.8000030517578,15-20C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,9,12,3,0,25.0,True
CATO-0092|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0092,CATO 3,2018-05-25,1,Kimberly Serno,2018-05,May,21,18,6,Early (5-6am),10.0,17.5,75.8000030517578,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,10,12,0,0,0.0,False
CATO-0092|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0092,CATO 3,2018-06-27,2,Elizabeth Oswald,2018-06,June,26,51,6,Early (5-6am),10.0,21.6000003814697,71.9000015258789,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,8,9,2,0,22.22,True
CATO-0094|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0094,CATO 3,2018-05-25,1,Kimberly Serno,2018-05,May,21,18,7,Mid (7-8am),10.0,18.3999996185303,69.6999969482422,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,11,16,2,0,12.5,True
CATO-0094|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0094,CATO 3,2018-06-27,2,Elizabeth Oswald,2018-06,June,26,51,6,Early (5-6am),10.0,21.2000007629395,71.3000030517578,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,7,11,2,0,18.18,True
CATO-0098|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0098,CATO 3,2018-05-25,1,Kimberly Serno,2018-05,May,21,18,7,Mid (7-8am),10.0,19.5,66.4000015258789,15-20C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,6,7,0,0,0.0,False
CATO-0098|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0098,CATO 3,2018-06-27,2,Elizabeth Oswald,2018-06,June,26,51,7,Mid (7-8am),10.0,19.3999996185303,79.4000015258789,15-20C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,11,13,0,0,0.0,False
CATO-0101|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0101,CATO 3,2018-05-25,1,Kimberly Serno,2018-05,May,21,18,8,Mid (7-8am),10.0,21.5,69.8000030517578,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,7,8,0,0,0.0,False
CATO-0101|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0101,CATO 3,2018-06-27,2,Elizabeth Oswald,2018-06,June,26,51,8,Mid (7-8am),10.0,19.6000003814697,83.4000015258789,15-20C,>80%,Cloudy/Overcast,"Gentle breeze (8-12 mph), leaves in motion",Slight effect on count,6,8,0,0,0.0,False
CATO-0104|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0104,CATO 2,2018-05-25,1,Brian Swimelar,2018-05,May,21,18,7,Mid (7-8am),10.0,16.6000003814697,71.4000015258789,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,6,9,2,0,22.22,True
CATO-0104|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0104,CATO 2,2018-06-27,2,Kimberly Serno,2018-06,June,26,51,7,Mid (7-8am),10.0,19.8999996185303,77.3000030517578,15-20C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,7,7,1,0,14.29,True
CATO-0150|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0150,CATO 6,2018-05-28,1,Elizabeth Oswald,2018-05,May,22,21,7,Mid (7-8am),10.0,17.0,90.5999984741211,15-20C,>80%,Fog,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,7,10,0,0,0.0,False
CATO-0150|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0150,CATO 6,2018-06-28,2,Brian Swimelar,2018-06,June,26,52,7,Mid (7-8am),10.0,25.5,76.4000015258789,25-30C,60-80%,Fog,Light air movement (1-3 mph) smoke drifts,No effect on count,6,7,1,0,14.29,True
CATO-0153|2018-05-25|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0153,CATO 2,2018-05-25,1,Brian Swimelar,2018-05,May,21,18,7,Mid (7-8am),10.0,17.7999992370605,72.0999984741211,15-20C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,4,6,0,0,0.0,False
CATO-0153|2018-06-27|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0153,CATO 2,2018-06-27,2,Kimberly Serno,2018-06,June,26,51,7,Mid (7-8am),10.0,20.6000003814697,76.9000015258789,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,7,8,0,0,0.0,False
CATO-0158|2018-06-13|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0158,CATO 4,2018-06-13,2,Brian Swimelar,2018-06,June,24,37,6,Early (5-6am),10.0,20.7000007629395,73.1999969482422,20-25C,60-80%,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,4,6,0,0,0.0,False
CATO-0160|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0160,CATO 4,2018-05-26,1,Kimberly Serno,2018-05,May,21,19,6,Early (5-6am),10.0,22.2999992370605,72.0,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,7,10,1,0,10.0,True
CATO-0160|2018-06-13|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0160,CATO 4,2018-06-13,2,Brian Swimelar,2018-06,June,24,37,7,Mid (7-8am),10.0,20.7000007629395,73.1999969482422,20-25C,60-80%,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,2,3,0,0,0.0,False
CATO-0176|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0176,CATO 4,2018-05-26,1,Kimberly Serno,2018-05,May,21,19,7,Mid (7-8am),10.0,22.0,78.6999969482422,20-25C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,8,12,1,0,8.33,True
CATO-0176|2018-06-13|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0176,CATO 4,2018-06-13,2,Brian Swimelar,2018-06,June,24,37,6,Early (5-6am),10.0,22.6000003814697,72.5999984741211,20-25C,60-80%,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,7,7,0,0,0.0,False
CATO-0206|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0206,CATO 6,2018-05-28,1,Elizabeth Oswald,2018-05,May,22,21,6,Early (5-6am),10.0,17.7999992370605,84.6999969482422,15-20C,>80%,Fog,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,11,1,0,9.09,True
CATO-0206|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0206,CATO 6,2018-06-28,2,Brian Swimelar,2018-06,June,26,52,6,Early (5-6am),10.0,20.5,83.0999984741211,20-25C,>80%,Fog,Light air movement (1-3 mph) smoke drifts,No effect on count,6,7,1,0,14.29,True
CATO-0211|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0211,CATO 7,2018-05-28,1,Brian Swimelar,2018-05,May,22,21,5,Early (5-6am),10.0,17.2000007629395,83.6999969482422,15-20C,>80%,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,0,0,0.0,False
CATO-0211|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0211,CATO 7,2018-06-28,2,Elizabeth Oswald,2018-06,June,26,52,5,Early (5-6am),10.0,21.7000007629395,73.4000015258789,20-25C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,6,8,0,0,0.0,False
CATO-0237|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0237,CATO 4,2018-05-26,1,Kimberly Serno,2018-05,May,21,19,9,Late (9-10am),10.0,24.5,70.0,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,12,14,1,0,7.14,True
CATO-0237|2018-06-13|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0237,CATO 4,2018-06-13,2,Brian Swimelar,2018-06,June,24,37,9,Late (9-10am),10.0,20.7000007629395,73.1999969482422,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,8,10,1,0,10.0,True
CATO-0238|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0238,CATO 6,2018-05-28,1,Elizabeth Oswald,2018-05,May,22,21,6,Early (5-6am),10.0,18.3999996185303,80.4000015258789,15-20C,>80%,Fog,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,6,6,1,0,16.67,True
CATO-0238|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0238,CATO 6,2018-06-28,2,Brian Swimelar,2018-06,June,26,52,6,Early (5-6am),10.0,21.7999992370605,77.5,20-25C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,5,5,0,0,0.0,False
CATO-0242|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0242,CATO 5,2018-05-26,1,Brian Swimelar,2018-05,May,21,19,5,Early (5-6am),10.0,22.6000003814697,70.1999969482422,20-25C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,10,1,0,10.0,True
CATO-0242|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0242,CATO 5,2018-06-28,2,Kimberly Serno,2018-06,June,26,52,5,Early (5-6am),10.0,23.2000007629395,76.0999984741211,20-25C,60-80%,Fog,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,12,1,0,8.33,True
CATO-0258|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0258,CATO 5,2018-05-26,1,Brian Swimelar,2018-05,May,21,19,6,Early (5-6am),10.0,28.0,57.0,25-30C,40-60%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,6,8,0,0,0.0,False
CATO-0258|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0258,CATO 5,2018-06-28,2,Kimberly Serno,2018-06,June,26,52,6,Early (5-6am),10.0,23.1000003814697,74.0999984741211,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,13,1,0,7.69,True
CATO-0268|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0268,CATO 7,2018-05-28,1,Brian Swimelar,2018-05,May,22,21,6,Early (5-6am),10.0,17.3999996185303,83.3000030517578,15-20C,>80%,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,No effect on count,6,7,1,0,14.29,True
CATO-0268|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0268,CATO 7,2018-06-28,2,Elizabeth Oswald,2018-06,June,26,52,6,Early (5-6am),10.0,23.2000007629395,81.5,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,7,9,2,0,22.22,True
CATO-0271|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0271,CATO 4,2018-05-26,1,Kimberly Serno,2018-05,May,21,19,8,Mid (7-8am),10.0,23.2000007629395,77.5,20-25C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,9,11,0,0,0.0,False
CATO-0271|2018-06-13|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0271,CATO 4,2018-06-13,2,Brian Swimelar,2018-06,June,24,37,8,Mid (7-8am),10.0,20.7000007629395,73.1999969482422,20-25C,60-80%,Fog,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,0,0,0.0,False
CATO-0275|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0275,CATO 5,2018-05-26,1,Brian Swimelar,2018-05,May,21,19,7,Mid (7-8am),10.0,26.2000007629395,59.7999992370605,25-30C,40-60%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,6,9,1,0,11.11,True
CATO-0275|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0275,CATO 5,2018-06-28,2,Kimberly Serno,2018-06,June,26,52,7,Mid (7-8am),10.0,22.1000003814697,83.3000030517578,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,13,1,0,7.69,True
CATO-0280|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0280,CATO 5,2018-05-26,1,Brian Swimelar,2018-05,May,21,19,8,Mid (7-8am),10.0,24.8999996185303,76.3000030517578,20-25C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,7,1,0,14.29,True
CATO-0280|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0280,CATO 5,2018-06-28,2,Kimberly Serno,2018-06,June,26,52,9,Late (9-10am),10.0,23.7000007629395,83.6999969482422,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,4,6,2,0,33.33,True
CATO-0294|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0294,CATO 4,2018-05-26,1,Kimberly Serno,2018-05,May,21,19,8,Mid (7-8am),10.0,23.6000003814697,73.8000030517578,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,13,0,0,0.0,False
CATO-0294|2018-06-13|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0294,CATO 4,2018-06-13,2,Brian Swimelar,2018-06,June,24,37,8,Mid (7-8am),10.0,20.7000007629395,73.1999969482422,20-25C,60-80%,Fog,Light air movement (1-3 mph) smoke drifts,Serious effect on count,5,6,0,0,0.0,False
CATO-0302|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0302,CATO 5,2018-05-26,1,Brian Swimelar,2018-05,May,21,19,7,Mid (7-8am),10.0,24.8999996185303,76.8000030517578,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,6,7,1,0,14.29,True
CATO-0302|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0302,CATO 5,2018-06-28,2,Kimberly Serno,2018-06,June,26,52,8,Mid (7-8am),10.0,22.7999992370605,84.0,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,6,9,2,0,22.22,True
CATO-0303|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0303,CATO 6,2018-05-28,1,Elizabeth Oswald,2018-05,May,22,21,8,Mid (7-8am),10.0,17.3999996185303,92.3000030517578,15-20C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,5,5,1,0,20.0,True
CATO-0303|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0303,CATO 6,2018-06-28,2,Brian Swimelar,2018-06,June,26,52,8,Mid (7-8am),10.0,24.5,79.0,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,5,6,1,0,16.67,True
CATO-0311|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0311,CATO 7,2018-05-28,1,Brian Swimelar,2018-05,May,22,21,7,Mid (7-8am),10.0,17.1000003814697,84.5999984741211,15-20C,>80%,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,No effect on count,6,8,0,0,0.0,False
CATO-0311|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0311,CATO 7,2018-06-28,2,Elizabeth Oswald,2018-06,June,26,52,7,Mid (7-8am),10.0,22.2000007629395,88.4000015258789,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,13,14,1,0,7.14,True
CATO-0313|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0313,CATO 7,2018-05-28,1,Brian Swimelar,2018-05,May,22,21,8,Mid (7-8am),10.0,17.2999992370605,86.8000030517578,15-20C,>80%,Mist/Drizzle,Calm (< 1 mph) smoke rises vertically,No effect on count,4,4,1,0,25.0,True
CATO-0313|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0313,CATO 7,2018-06-28,2,Elizabeth Oswald,2018-06,June,26,52,7,Mid (7-8am),10.0,21.7999992370605,91.8000030517578,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,7,9,0,0,0.0,False
CATO-0316|2018-05-26|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0316,CATO 5,2018-05-26,1,Brian Swimelar,2018-05,May,21,19,8,Mid (7-8am),11.0,26.2000007629395,59.7999992370605,25-30C,40-60%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,5,5,0,1,0.0,False
CATO-0316|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0316,CATO 5,2018-06-28,2,Kimberly Serno,2018-06,June,26,52,7,Mid (7-8am),10.0,22.7000007629395,83.5,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,7,11,3,0,27.27,True
CATO-0323|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0323,CATO 6,2018-05-28,1,Elizabeth Oswald,2018-05,May,22,21,8,Mid (7-8am),10.0,17.0,89.6999969482422,15-20C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,4,4,0,0,0.0,False
CATO-0323|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0323,CATO 6,2018-06-28,2,Brian Swimelar,2018-06,June,26,52,7,Mid (7-8am),10.0,20.7999992370605,89.4000015258789,20-25C,>80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Slight effect on count,5,6,2,0,33.33,True
CATO-0330|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0330,CATO 7,2018-05-28,1,Brian Swimelar,2018-05,May,22,21,7,Mid (7-8am),10.0,17.1000003814697,84.5999984741211,15-20C,>80%,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,6,8,0,0,0.0,False
CATO-0330|2018-06-28|V2,CATO,Catoctin Mountain Park,Forest,False,CATO-0330,CATO 7,2018-06-28,2,Elizabeth Oswald,2018-06,June,26,52,7,Mid (7-8am),10.0,21.8999996185303,87.0,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,9,9,1,0,11.11,True
CATO-0331|2018-05-28|V1,CATO,Catoctin Mountain Park,Forest,False,CATO-0331,CATO 7,2018-05-28,1,Brian Swimelar,2018-05,May,22,21,7,Mid (7-8am),10.0,17.2999992370605,86.8000030517578,15-20C,>80%,Mist/Drizzle,Light air movement (1-3 mph) smoke drifts,No effect on count,6,9,0,0,0.0,False
